location,continent,date,population,new_cases,total_cases,new_deaths,total_deaths,new_vaccinations,total_vaccinations
Canada,North America,2020-05-29,37742157,2334.16,106202.46,18.17,1615.58,0.0,0.0
Canada,North America,2020-05-30,37742157,2799.36,109001.82,35.83,1651.41,0.0,0.0
Canada,North America,2020-05-31,37742157,2815.47,111817.29,45.24,1696.65,0.0,0.0
Canada,North America,2020-06-01,37742157,3008.57,114825.86,30.92,1727.57,0.0,0.0
Canada,North America,2020-06-02,37742157,2341.01,117166.87,22.27,1749.84,0.0,0.0
Canada,North America,2020-06-03,37742157,3152.97,120319.85,47.6,1797.44,0.0,0.0
Canada,North America,2020-06-04,37742157,3593.01,123912.86,39.46,1836.9,0.0,0.0
Canada,North America,2020-06-05,37742157,3848.96,127761.82,42.9,1879.8,0.0,0.0
Canada,North America,2020-06-06,37742157,2664.93,130426.76,28.99,1908.8,0.0,0.0
Canada,North America,2020-06-07,37742157,3093.85,133520.6,36.61,1945.4,0.0,0.0
Canada,North America,2020-06-08,37742157,3120.97,136641.57,24.86,1970.27,0.0,0.0
Canada,North America,2020-06-09,37742157,3515.8,140157.37,37.87,2008.14,0.0,0.0
Canada,North America,2020-06-10,37742157,3081.91,143239.28,38.83,2046.97,0.0,0.0
Canada,North America,2020-06-11,37742157,4140.79,147380.07,51.48,2098.44,0.0,0.0
Canada,North America,2020-06-12,37742157,3609.5,150989.57,52.58,2151.02,0.0,0.0
Canada,North America,2020-06-13,37742157,3592.48,154582.05,57.82,2208.85,0.0,0.0
Canada,North America,2020-06-14,37742157,4233.36,158815.41,62.9,2271.75,0.0,0.0
Canada,North America,2020-06-15,37742157,3709.59,162525.0,51.83,2323.58,0.0,0.0
Canada,North America,2020-06-16,37742157,3893.54,166418.53,45.53,2369.11,0.0,0.0
Canada,North America,2020-06-17,37742157,3527.76,169946.3,37.35,2406.46,0.0,0.0
Canada,North America,2020-06-18,37742157,3346.83,173293.13,40.3,2446.76,0.0,0.0
Canada,North America,2020-06-19,37742157,3647.66,176940.78,48.46,2495.22,0.0,0.0
Canada,North America,2020-06-20,37742157,4660.28,181601.06,62.5,2557.72,0.0,0.0
Canada,North America,2020-06-21,37742157,4148.69,185749.74,54.77,2612.49,0.0,0.0
Canada,North America,2020-06-22,37742157,4054.22,189803.96,47.68,2660.17,0.0,0.0
Canada,North America,2020-06-23,37742157,3646.08,193450.05,50.05,2710.22,0.0,0.0
Canada,North America,2020-06-24,37742157,4335.08,197785.13,62.11,2772.33,0.0,0.0
Canada,North America,2020-06-25,37742157,3567.9,201353.03,49.86,2822.18,0.0,0.0
Canada,North America,2020-06-26,37742157,3520.16,204873.19,41.99,2864.17,0.0,0.0
Canada,North America,2020-06-27,37742157,3897.12,208770.31,40.09,2904.26,0.0,0.0
Canada,North America,2020-06-28,37742157,4799.45,213569.76,50.73,2954.99,0.0,0.0
Canada,North America,2020-06-29,37742157,4800.81,218370.57,52.16,3007.15,0.0,0.0
Canada,North America,2020-06-30,37742157,3998.29,222368.86,50.04,3057.19,0.0,0.0
Canada,North America,2020-07-01,37742157,3938.4,226307.26,51.42,3108.61,0.0,0.0
Canada,North America,2020-07-02,37742157,3616.87,229924.13,32.09,3140.7,0.0,0.0
Canada,North America,2020-07-03,37742157,4233.38,234157.51,46.77,3187.46,0.0,0.0
Canada,North America,2020-07-04,37742157,4276.29,238433.8,53.26,3240.73,0.0,0.0
Canada,North America,2020-07-05,37742157,4507.88,242941.69,46.9,3287.62,0.0,0.0
Canada,North America,2020-07-06,37742157,4560.66,247502.35,58.2,3345.82,0.0,0.0
Canada,North America,2020-07-07,37742157,4181.61,251683.96,47.72,3393.54,0.0,0.0
Canada,North America,2020-07-08,37742157,4452.54,256136.5,47.64,3441.19,0.0,0.0
Canada,North America,2020-07-09,37742157,4018.33,260154.83,48.65,3489.83,0.0,0.0
Canada,North America,2020-07-10,37742157,4455.57,264610.4,56.61,3546.44,0.0,0.0
Canada,North America,2020-07-11,37742157,4092.54,268702.94,42.32,3588.76,0.0,0.0
Canada,North America,2020-07-12,37742157,4431.78,273134.72,51.24,3640.0,0.0,0.0
Canada,North America,2020-07-13,37742157,4402.77,277537.49,56.57,3696.57,0.0,0.0
Canada,North America,2020-07-14,37742157,4292.15,281829.64,45.41,3741.98,0.0,0.0
Canada,North America,2020-07-15,37742157,4542.38,286372.02,41.25,3783.23,0.0,0.0
Canada,North America,2020-07-16,37742157,3709.35,290081.37,32.22,3815.45,0.0,0.0
Canada,North America,2020-07-17,37742157,3879.46,293960.83,43.21,3858.66,0.0,0.0
Canada,North America,2020-07-18,37742157,4149.35,298110.18,39.24,3897.9,0.0,0.0
Canada,North America,2020-07-19,37742157,3728.95,301839.13,41.97,3939.87,0.0,0.0
Canada,North America,2020-07-20,37742157,4080.45,305919.58,62.28,4002.15,0.0,0.0
Canada,North America,2020-07-21,37742157,4079.08,309998.66,37.92,4040.07,0.0,0.0
Canada,North America,2020-07-22,37742157,4654.53,314653.19,53.59,4093.67,0.0,0.0
Canada,North America,2020-07-23,37742157,4230.6,318883.78,67.83,4161.49,0.0,0.0
Canada,North America,2020-07-24,37742157,4524.24,323408.02,57.56,4219.05,0.0,0.0
Canada,North America,2020-07-25,37742157,4251.45,327659.47,48.08,4267.12,0.0,0.0
Canada,North America,2020-07-26,37742157,3939.03,331598.5,46.01,4313.14,0.0,0.0
Canada,North America,2020-07-27,37742157,4152.72,335751.22,53.27,4366.41,0.0,0.0
Canada,North America,2020-07-28,37742157,4339.43,340090.65,65.64,4432.04,0.0,0.0
Canada,North America,2020-07-29,37742157,4478.87,344569.52,49.5,4481.54,0.0,0.0
Canada,North America,2020-07-30,37742157,3990.8,348560.32,41.83,4523.37,0.0,0.0
Canada,North America,2020-07-31,37742157,3435.33,351995.65,30.19,4553.57,0.0,0.0
Canada,North America,2020-08-01,37742157,3384.54,355380.2,41.44,4595.01,0.0,0.0
Canada,North America,2020-08-02,37742157,3844.36,359224.56,34.89,4629.89,0.0,0.0
Canada,North America,2020-08-03,37742157,3112.22,362336.77,33.64,4663.53,0.0,0.0
Canada,North America,2020-08-04,37742157,4529.75,366866.52,47.09,4710.62,0.0,0.0
Canada,North America,2020-08-05,37742157,4080.53,370947.05,57.56,4768.18,0.0,0.0
Canada,North America,2020-08-06,37742157,3618.45,374565.5,39.35,4807.53,0.0,0.0
Canada,North America,2020-08-07,37742157,3421.14,377986.65,44.23,4851.76,0.0,0.0
Canada,North America,2020-08-08,37742157,4137.25,382123.9,36.81,4888.57,0.0,0.0
Canada,North America,2020-08-09,37742157,3354.87,385478.77,41.31,4929.88,0.0,0.0
Canada,North America,2020-08-10,37742157,3354.91,388833.68,30.63,4960.52,0.0,0.0
Canada,North America,2020-08-11,37742157,3409.31,392242.99,37.51,4998.02,0.0,0.0
Canada,North America,2020-08-12,37742157,3682.94,395925.93,61.88,5059.91,0.0,0.0
Canada,North America,2020-08-13,37742157,3825.46,399751.39,53.36,5113.27,0.0,0.0
Canada,North America,2020-08-14,37742157,3990.41,403741.81,46.86,5160.13,0.0,0.0
Canada,North America,2020-08-15,37742157,3903.19,407645.0,72.43,5232.56,0.0,0.0
Canada,North America,2020-08-16,37742157,3501.91,411146.91,34.7,5267.26,0.0,0.0
Canada,North America,2020-08-17,37742157,3822.8,414969.71,55.2,5322.46,0.0,0.0
Canada,North America,2020-08-18,37742157,3194.58,418164.29,26.07,5348.53,0.0,0.0
Canada,North America,2020-08-19,37742157,2755.82,420920.11,31.12,5379.65,0.0,0.0
Canada,North America,2020-08-20,37742157,3121.87,424041.98,26.68,5406.33,0.0,0.0
Canada,North America,2020-08-21,37742157,3038.21,427080.18,38.52,5444.85,0.0,0.0
Canada,North America,2020-08-22,37742157,3062.89,430143.07,37.2,5482.05,0.0,0.0
Canada,North America,2020-08-23,37742157,2912.09,433055.16,32.48,5514.53,0.0,0.0
Canada,North America,2020-08-24,37742157,3050.41,436105.57,45.34,5559.87,0.0,0.0
Canada,North America,2020-08-25,37742157,3392.95,439498.52,36.18,5596.05,0.0,0.0
Canada,North America,2020-08-26,37742157,3740.67,443239.19,47.5,5643.55,0.0,0.0
Canada,North America,2020-08-27,37742157,2501.16,445740.35,36.58,5680.13,0.0,0.0
Canada,North America,2020-08-28,37742157,2619.37,448359.73,19.57,5699.7,0.0,0.0
Canada,North America,2020-08-29,37742157,2758.52,451118.25,27.11,5726.81,0.0,0.0
Canada,North America,2020-08-30,37742157,3269.43,454387.68,39.66,5766.48,0.0,0.0
Canada,North America,2020-08-31,37742157,2896.08,457283.76,39.79,5806.27,0.0,0.0
Canada,North America,2020-09-01,37742157,2681.3,459965.05,43.55,5849.82,0.0,0.0
Canada,North America,2020-09-02,37742157,3153.09,463118.15,36.11,5885.93,0.0,0.0
Canada,North America,2020-09-03,37742157,3205.1,466323.25,35.93,5921.86,0.0,0.0
Canada,North America,2020-09-04,37742157,2832.59,469155.83,27.01,5948.87,0.0,0.0
Canada,North America,2020-09-05,37742157,2522.97,471678.8,32.92,5981.78,0.0,0.0
Canada,North America,2020-09-06,37742157,2873.48,474552.28,32.1,6013.89,0.0,0.0
Canada,North America,2020-09-07,37742157,2668.24,477220.52,29.83,6043.71,0.0,0.0
Canada,North America,2020-09-08,37742157,2637.35,479857.87,30.9,6074.61,0.0,0.0
Canada,North America,2020-09-09,37742157,2515.04,482372.91,34.59,6109.21,0.0,0.0
Canada,North America,2020-09-10,37742157,2991.67,485364.58,31.39,6140.6,0.0,0.0
Canada,North America,2020-09-11,37742157,2729.84,488094.42,26.58,6167.18,0.0,0.0
Canada,North America,2020-09-12,37742157,2980.27,491074.69,39.22,6206.39,0.0,0.0
Canada,North America,2020-09-13,37742157,3061.84,494136.53,12.54,6218.93,0.0,0.0
Canada,North America,2020-09-14,37742157,2732.12,496868.65,27.96,6246.89,0.0,0.0
Canada,North America,2020-09-15,37742157,2372.58,499241.23,19.26,6266.15,0.0,0.0
Canada,North America,2020-09-16,37742157,2893.36,502134.59,44.35,6310.49,0.0,0.0
Canada,North America,2020-09-17,37742157,2672.68,504807.27,28.54,6339.04,0.0,0.0
Canada,North America,2020-09-18,37742157,3402.41,508209.68,36.34,6375.38,0.0,0.0
Canada,North America,2020-09-19,37742157,2582.4,510792.08,30.6,6405.98,0.0,0.0
Canada,North America,2020-09-20,37742157,2701.79,513493.87,27.66,6433.64,0.0,0.0
Canada,North America,2020-09-21,37742157,2544.11,516037.98,27.31,6460.95,0.0,0.0
Canada,North America,2020-09-22,37742157,2393.77,518431.75,29.5,6490.45,0.0,0.0
Canada,North America,2020-09-23,37742157,2325.02,520756.77,24.52,6514.97,0.0,0.0
Canada,North America,2020-09-24,37742157,2506.87,523263.65,26.65,6541.62,0.0,0.0
Canada,North America,2020-09-25,37742157,2575.76,525839.4,22.83,6564.45,0.0,0.0
Canada,North America,2020-09-26,37742157,2788.0,528627.4,24.23,6588.68,0.0,0.0
Canada,North America,2020-09-27,37742157,2483.85,531111.25,30.29,6618.97,0.0,0.0
Canada,North America,2020-09-28,37742157,2206.71,533317.96,28.93,6647.9,0.0,0.0
Canada,North America,2020-09-29,37742157,2248.45,535566.41,15.56,6663.46,0.0,0.0
Canada,North America,2020-09-30,37742157,1895.13,537461.54,28.82,6692.28,0.0,0.0
Canada,North America,2020-10-01,37742157,2936.05,540397.59,41.34,6733.62,0.0,0.0
Canada,North America,2020-10-02,37742157,2162.85,542560.43,33.75,6767.37,0.0,0.0
Canada,North America,2020-10-03,37742157,2689.65,545250.09,34.67,6802.05,0.0,0.0
Canada,North America,2020-10-04,37742157,2447.78,547697.87,34.47,6836.52,0.0,0.0
Canada,North America,2020-10-05,37742157,2458.38,550156.25,46.98,6883.5,0.0,0.0
Canada,North America,2020-10-06,37742157,2313.17,552469.42,25.35,6908.85,0.0,0.0
Canada,North America,2020-10-07,37742157,2081.88,554551.3,16.62,6925.46,0.0,0.0
Canada,North America,2020-10-08,37742157,2023.05,556574.35,12.0,6937.47,0.0,0.0
Canada,North America,2020-10-09,37742157,2972.52,559546.87,49.72,6987.18,0.0,0.0
Canada,North America,2020-10-10,37742157,2414.04,561960.9,43.12,7030.3,0.0,0.0
Canada,North America,2020-10-11,37742157,2775.64,564736.55,25.91,7056.21,0.0,0.0
Canada,North America,2020-10-12,37742157,2875.21,567611.75,28.68,7084.9,0.0,0.0
Canada,North America,2020-10-13,37742157,2256.4,569868.15,24.48,7109.38,0.0,0.0
Canada,North America,2020-10-14,37742157,2559.12,572427.27,40.5,7149.88,0.0,0.0
Canada,North America,2020-10-15,37742157,2438.32,574865.59,18.96,7168.85,0.0,0.0
Canada,North America,2020-10-16,37742157,2030.17,576895.76,8.63,7177.47,0.0,0.0
Canada,North America,2020-10-17,37742157,2383.83,579279.59,45.95,7223.42,0.0,0.0
Canada,North America,2020-10-18,37742157,2668.83,581948.42,34.52,7257.95,0.0,0.0
Canada,North America,2020-10-19,37742157,2303.87,584252.29,31.28,7289.23,0.0,0.0
Canada,North America,2020-10-20,37742157,2381.02,586633.31,26.93,7316.16,0.0,0.0
Canada,North America,2020-10-21,37742157,2451.03,589084.34,33.14,7349.3,0.0,0.0
Canada,North America,2020-10-22,37742157,3268.53,592352.87,27.11,7376.41,0.0,0.0
Canada,North America,2020-10-23,37742157,1906.13,594259.01,16.15,7392.55,0.0,0.0
Canada,North America,2020-10-24,37742157,2742.91,597001.91,33.76,7426.31,0.0,0.0
Canada,North America,2020-10-25,37742157,2498.64,599500.55,11.82,7438.12,0.0,0.0
Canada,North America,2020-10-26,37742157,2383.73,601884.29,26.18,7464.31,0.0,0.0
Canada,North America,2020-10-27,37742157,2531.99,604416.28,27.47,7491.78,0.0,0.0
Canada,North America,2020-10-28,37742157,2884.72,607300.99,32.2,7523.98,0.0,0.0
Canada,North America,2020-10-29,37742157,2927.17,610228.17,30.72,7554.69,0.0,0.0
Canada,North America,2020-10-30,37742157,2761.69,612989.85,25.17,7579.87,0.0,0.0
Canada,North America,2020-10-31,37742157,3102.53,616092.39,22.65,7602.52,0.0,0.0
Canada,North America,2020-11-01,37742157,3188.13,619280.52,39.42,7641.94,0.0,0.0
Canada,North America,2020-11-02,37742157,3054.15,622334.67,34.25,7676.18,0.0,0.0
Canada,North America,2020-11-03,37742157,2602.04,624936.71,20.22,7696.41,0.0,0.0
Canada,North America,2020-11-04,37742157,2991.41,627928.12,36.4,7732.8,0.0,0.0
Canada,North America,2020-11-05,37742157,3018.54,630946.66,33.86,7766.67,0.0,0.0
Canada,North America,2020-11-06,37742157,2584.1,633530.76,27.32,7793.99,0.0,0.0
Canada,North America,2020-11-07,37742157,2346.28,635877.04,10.9,7804.89,0.0,0.0
Canada,North America,2020-11-08,37742157,2213.83,638090.86,32.03,7836.92,0.0,0.0
Canada,North America,2020-11-09,37742157,2972.65,641063.51,25.81,7862.72,0.0,0.0
Canada,North America,2020-11-10,37742157,3079.05,644142.57,37.45,7900.18,0.0,0.0
Canada,North America,2020-11-11,37742157,2587.76,646730.33,24.59,7924.76,0.0,0.0
Canada,North America,2020-11-12,37742157,3394.21,650124.54,37.62,7962.39,0.0,0.0
Canada,North America,2020-11-13,37742157,3108.13,653232.67,46.52,8008.9,0.0,0.0
Canada,North America,2020-11-14,37742157,3553.9,656786.57,46.9,8055.8,0.0,0.0
Canada,North America,2020-11-15,37742157,3237.99,660024.56,47.9,8103.7,0.0,0.0
Canada,North America,2020-11-16,37742157,2761.71,662786.27,35.78,8139.48,0.0,0.0
Canada,North America,2020-11-17,37742157,3321.85,666108.12,43.03,8182.51,0.0,0.0
Canada,North America,2020-11-18,37742157,3422.37,669530.49,26.82,8209.33,0.0,0.0
Canada,North America,2020-11-19,37742157,3022.35,672552.84,33.73,8243.06,0.0,0.0
Canada,North America,2020-11-20,37742157,2735.27,675288.11,31.02,8274.08,0.0,0.0
Canada,North America,2020-11-21,37742157,3300.84,678588.95,49.4,8323.48,0.0,0.0
Canada,North America,2020-11-22,37742157,2940.89,681529.84,31.24,8354.72,0.0,0.0
Canada,North America,2020-11-23,37742157,3708.63,685238.47,46.62,8401.35,0.0,0.0
Canada,North America,2020-11-24,37742157,3198.59,688437.07,40.19,8441.54,0.0,0.0
Canada,North America,2020-11-25,37742157,3969.12,692406.19,56.89,8498.43,0.0,0.0
Canada,North America,2020-11-26,37742157,2646.05,695052.24,30.68,8529.11,0.0,0.0
Canada,North America,2020-11-27,37742157,3460.24,698512.48,48.15,8577.25,0.0,0.0
Canada,North America,2020-11-28,37742157,3936.43,702448.91,33.6,8610.85,0.0,0.0
Canada,North America,2020-11-29,37742157,3147.11,705596.02,24.85,8635.71,0.0,0.0
Canada,North America,2020-11-30,37742157,3425.04,709021.06,22.83,8658.54,0.0,0.0
Canada,North America,2020-12-01,37742157,3361.18,712382.24,46.62,8705.16,0.0,0.0
Canada,North America,2020-12-02,37742157,3283.83,715666.07,44.8,8749.96,0.0,0.0
Canada,North America,2020-12-03,37742157,3629.05,719295.12,50.72,8800.68,0.0,0.0
Canada,North America,2020-12-04,37742157,3109.68,722404.79,31.9,8832.58,0.0,0.0
Canada,North America,2020-12-05,37742157,3543.21,725948.0,38.01,8870.59,0.0,0.0
Canada,North America,2020-12-06,37742157,3780.94,729728.94,44.4,8914.99,0.0,0.0
Canada,North America,2020-12-07,37742157,3542.63,733271.57,54.06,8969.05,0.0,0.0
Canada,North America,2020-12-08,37742157,3284.68,736556.25,52.97,9022.02,0.0,0.0
Canada,North America,2020-12-09,37742157,4011.39,740567.64,54.49,9076.51,0.0,0.0
Canada,North America,2020-12-10,37742157,3921.72,744489.36,49.71,9126.21,0.0,0.0
Canada,North America,2020-12-11,37742157,3316.21,747805.57,50.48,9176.69,0.0,0.0
Canada,North America,2020-12-12,37742157,3241.37,751046.95,36.85,9213.54,0.0,0.0
Canada,North America,2020-12-13,37742157,3373.98,754420.93,37.36,9250.9,0.0,0.0
Canada,North America,2020-12-14,37742157,3909.99,758330.93,45.89,9296.79,0.0,0.0
Canada,North America,2020-12-15,37742157,3826.72,762157.65,38.09,9334.88,0.0,0.0
Canada,North America,2020-12-16,37742157,4017.03,766174.68,46.8,9381.68,0.0,0.0
Canada,North America,2020-12-17,37742157,3635.69,769810.37,34.69,9416.37,0.0,0.0
Canada,North America,2020-12-18,37742157,3434.61,773244.98,49.42,9465.79,0.0,0.0
Canada,North America,2020-12-19,37742157,4087.36,777332.33,53.4,9519.19,0.0,0.0
Canada,North America,2020-12-20,37742157,3578.61,780910.95,54.38,9573.57,0.0,0.0
Canada,North America,2020-12-21,37742157,3843.23,784754.18,33.08,9606.65,0.0,0.0
Canada,North America,2020-12-22,37742157,3240.12,787994.29,54.09,9660.75,3091099.88,3091099.88
Canada,North America,2020-12-23,37742157,3586.85,791581.14,30.46,9691.21,39745.5,3130845.38
Canada,North America,2020-12-24,37742157,4142.29,795723.44,40.12,9731.33,40195.04,3171040.42
Canada,North America,2020-12-25,37742157,3540.05,799263.49,37.51,9768.84,40648.08,3211688.5
Canada,North America,2020-12-26,37742157,4076.58,803340.07,59.38,9828.22,41104.61,3252793.1
Canada,North America,2020-12-27,37742157,2975.42,806315.49,37.51,9865.73,41564.6,3294357.71
Canada,North America,2020-12-28,37742157,3594.27,809909.77,41.18,9906.91,42028.05,3336385.76
Canada,North America,2020-12-29,37742157,3727.87,813637.64,38.39,9945.31,42494.93,3378880.69
Canada,North America,2020-12-30,37742157,4394.53,818032.17,41.73,9987.04,42965.23,3421845.91
Canada,North America,2020-12-31,37742157,3371.27,821403.45,49.52,10036.55,43438.92,3465284.83
Canada,North America,2021-01-01,37742157,4010.1,825413.55,54.51,10091.06,43915.98,3509200.81
Canada,North America,2021-01-02,37742157,4139.0,829552.55,60.49,10151.55,44396.39,3553597.2
Canada,North America,2021-01-03,37742157,3509.38,833061.93,45.29,10196.84,44880.11,3598477.31
Canada,North America,2021-01-04,37742157,3623.01,836684.94,22.34,10219.18,45367.14,3643844.45
Canada,North America,2021-01-05,37742157,3794.18,840479.12,35.57,10254.75,45857.43,3689701.87
Canada,North America,2021-01-06,37742157,3215.99,843695.11,42.31,10297.06,46350.95,3736052.83
Canada,North America,2021-01-07,37742157,3564.15,847259.25,39.81,10336.87,46847.68,3782900.51
Canada,North America,2021-01-08,37742157,4158.04,851417.29,45.43,10382.3,47347.58,3830248.08
Canada,North America,2021-01-09,37742157,3881.34,855298.64,37.75,10420.05,47850.61,3878098.7
Canada,North America,2021-01-10,37742157,3629.63,858928.26,51.14,10471.18,48356.75,3926455.44
Canada,North America,2021-01-11,37742157,3709.21,862637.47,48.16,10519.34,48865.94,3975321.38
Canada,North America,2021-01-12,37742157,3857.18,866494.65,50.3,10569.64,49378.15,4024699.53
Canada,North America,2021-01-13,37742157,3907.52,870402.17,41.82,10611.46,49893.34,4074592.88
Canada,North America,2021-01-14,37742157,3424.85,873827.02,42.51,10653.97,50411.47,4125004.35
Canada,North America,2021-01-15,37742157,4138.29,877965.31,38.96,10692.93,50932.48,4175936.83
Canada,North America,2021-01-16,37742157,4042.53,882007.85,47.47,10740.4,51456.34,4227393.16
Canada,North America,2021-01-17,37742157,3798.67,885806.52,25.36,10765.76,51982.98,4279376.14
Canada,North America,2021-01-18,37742157,3245.58,889052.1,26.4,10792.16,52512.37,4331888.51
Canada,North America,2021-01-19,37742157,3161.71,892213.81,35.36,10827.52,53044.44,4384932.96
Canada,North America,2021-01-20,37742157,3381.84,895595.65,59.58,10887.11,53579.15,4438512.11
Canada,North America,2021-01-21,37742157,3494.0,899089.65,27.52,10914.63,54116.44,4492628.55
Canada,North America,2021-01-22,37742157,2829.58,901919.23,24.01,10938.64,54656.24,4547284.78
Canada,North America,2021-01-23,37742157,3596.76,905515.99,44.9,10983.53,55198.49,4602483.28
Canada,North America,2021-01-24,37742157,3848.57,909364.56,60.34,11043.87,55743.14,4658226.42
Canada,North America,2021-01-25,37742157,3573.36,912937.93,44.5,11088.37,56290.12,4714516.54
Canada,North America,2021-01-26,37742157,3107.93,916045.86,42.91,11131.28,56839.36,4771355.91
Canada,North America,2021-01-27,37742157,3038.79,919084.65,33.76,11165.04,57390.8,4828746.7
Canada,North America,2021-01-28,37742157,3393.43,922478.08,36.64,11201.68,57944.35,4886691.06
Canada,North America,2021-01-29,37742157,3205.85,925683.93,39.13,11240.81,58499.96,4945191.02
Canada,North America,2021-01-30,37742157,3385.0,929068.93,35.35,11276.16,59057.54,5004248.55
Canada,North America,2021-01-31,37742157,3410.39,932479.32,46.72,11322.88,59617.02,5063865.57
Canada,North America,2021-02-01,37742157,3551.25,936030.57,29.76,11352.64,60178.31,5124043.88
Canada,North America,2021-02-02,37742157,2741.62,938772.19,40.02,11392.66,60741.34,5184785.22
Canada,North America,2021-02-03,37742157,3183.71,941955.9,38.52,11431.18,61306.03,5246091.25
Canada,North America,2021-02-04,37742157,2946.72,944902.62,33.64,11464.83,61872.28,5307963.54
Canada,North America,2021-02-05,37742157,3006.76,947909.37,22.94,11487.76,62440.02,5370403.55
Canada,North America,2021-02-06,37742157,3310.73,951220.11,31.89,11519.65,63009.14,5433412.7
Canada,North America,2021-02-07,37742157,3315.29,954535.4,49.37,11569.03,63579.57,5496992.26
Canada,North America,2021-02-08,37742157,3430.29,957965.69,39.49,11608.52,64151.2,5561143.46
Canada,North America,2021-02-09,37742157,3055.57,961021.26,38.89,11647.42,64723.94,5625867.4
Canada,North America,2021-02-10,37742157,2833.55,963854.81,26.97,11674.38,65297.69,5691165.08
Canada,North America,2021-02-11,37742157,2748.7,966603.51,32.75,11707.13,65872.35,5757037.43
Canada,North America,2021-02-12,37742157,2194.92,968798.43,15.36,11722.5,66447.82,5823485.25
Canada,North America,2021-02-13,37742157,3235.61,972034.05,39.63,11762.12,67024.0,5890509.25
Canada,North America,2021-02-14,37742157,2618.44,974652.48,34.39,11796.51,67600.77,5958110.02
Canada,North America,2021-02-15,37742157,2872.37,977524.85,37.03,11833.54,68178.04,6026288.06
Canada,North America,2021-02-16,37742157,2896.98,980421.83,27.54,11861.08,68755.68,6095043.74
Canada,North America,2021-02-17,37742157,2187.35,982609.17,23.51,11884.59,69333.59,6164377.34
Canada,North America,2021-02-18,37742157,2263.79,984872.97,31.46,11916.05,69911.66,6234289.0
Canada,North America,2021-02-19,37742157,3092.08,987965.05,35.41,11951.46,70489.76,6304778.76
Canada,North America,2021-02-20,37742157,2615.87,990580.91,29.09,11980.56,71067.78,6375846.54
Canada,North America,2021-02-21,37742157,2274.55,992855.46,42.52,12023.08,71645.6,6447492.14
Canada,North America,2021-02-22,37742157,2397.06,995252.52,21.16,12044.24,72223.09,6519715.24
Canada,North America,2021-02-23,37742157,2784.99,998037.51,42.06,12086.3,72800.14,6592515.38
Canada,North America,2021-02-24,37742157,2695.37,1000732.89,23.11,12109.41,73376.61,6665891.99
Canada,North America,2021-02-25,37742157,1818.84,1002551.73,27.06,12136.47,73952.38,6739844.37
Canada,North America,2021-02-26,37742157,2867.66,1005419.39,40.08,12176.55,74527.32,6814371.69
Canada,North America,2021-02-27,37742157,2597.6,1008016.99,27.09,12203.64,75101.3,6889472.99
Canada,North America,2021-02-28,37742157,2170.0,1010186.99,16.3,12219.94,75674.18,6965147.16
Canada,North America,2021-03-01,37742157,1770.32,1011957.31,5.48,12225.42,76245.83,7041392.99
Canada,North America,2021-03-02,37742157,2520.56,1014477.88,25.33,12250.74,76816.11,7118209.1
Canada,North America,2021-03-03,37742157,2282.84,1016760.72,31.6,12282.35,77384.89,7195593.99
Canada,North America,2021-03-04,37742157,1570.51,1018331.23,10.23,12292.57,77952.03,7273546.02
Canada,North America,2021-03-05,37742157,1964.4,1020295.62,24.35,12316.92,78517.38,7352063.4
Canada,North America,2021-03-06,37742157,3104.93,1023400.55,25.45,12342.37,79080.81,7431144.2
Canada,North America,2021-03-07,37742157,1981.98,1025382.53,21.91,12364.28,79642.16,7510786.37
Canada,North America,2021-03-08,37742157,1682.24,1027064.78,11.01,12375.29,80201.31,7590987.67
Canada,North America,2021-03-09,37742157,1555.02,1028619.79,18.04,12393.33,80758.09,7671745.76
Canada,North America,2021-03-10,37742157,2494.63,1031114.42,25.93,12419.25,81312.36,7753058.12
Canada,North America,2021-03-11,37742157,2137.88,1033252.3,16.13,12435.39,81863.98,7834922.1
Canada,North America,2021-03-12,37742157,2300.92,1035553.22,22.34,12457.73,82412.79,7917334.89
Canada,North America,2021-03-13,37742157,1862.73,1037415.95,14.88,12472.61,82958.64,8000293.54
Canada,North America,2021-03-14,37742157,2182.75,1039598.7,15.68,12488.29,83501.39,8083794.93
Canada,North America,2021-03-15,37742157,1415.35,1041014.05,25.65,12513.93,84040.88,8167835.81
Canada,North America,2021-03-16,37742157,1738.04,1042752.09,17.98,12531.91,84576.95,8252412.76
Canada,North America,2021-03-17,37742157,1750.95,1044503.05,3.39,12535.3,85109.46,8337522.22
Canada,North America,2021-03-18,37742157,2104.18,1046607.23,20.26,12555.57,85638.24,8423160.46
Canada,North America,2021-03-19,37742157,1702.27,1048309.5,27.74,12583.31,86163.15,8509323.62
Canada,North America,2021-03-20,37742157,1342.62,1049652.13,10.02,12593.33,86684.03,8596007.65
Canada,North America,2021-03-21,37742157,1555.4,1051207.52,30.65,12623.98,87200.72,8683208.37
Canada,North America,2021-03-22,37742157,918.2,1052125.72,4.17,12628.14,87713.07,8770921.43
Canada,North America,2021-03-23,37742157,665.15,1052790.87,12.01,12640.15,88220.91,8859142.35
Canada,North America,2021-03-24,37742157,1741.59,1054532.46,29.19,12669.34,88724.1,8947866.45
Canada,North America,2021-03-25,37742157,1293.19,1055825.64,19.12,12688.46,89222.48,9037088.93
Canada,North America,2021-03-26,37742157,1307.19,1057132.84,4.69,12693.15,89715.88,9126804.81
